"Mayo Test ID","Test Name","CPT Code"
"ENC2","Encephalopathy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","86255 x23
  86341 x1
  &amp;nbsp;
  84182 AGNBC (if appropriate)
  86256 AGNTC (if appropriate)
  86255 AINCC (if appropriate)
  86256 AMPIC (if appropriate)
  84182 AMIBC (if appropriate)
  84182 AN1BC (if appropriate)
  86256 AN1TC (if appropriate)
  84182 AN2BC (if appropriate)
  86256 AN2TC (if appropriate)
  86256 AN3TC (if appropriate)
  86256 APHTC (if appropriate)
  86256 CRMTC (if appropriate)
  84182 CRMWC (if appropriate)
  86256 DPPTC (if appropriate)
  86256 GABIC (if appropriate)
  86255 GFACC (if appropriate)
  86256 GFATC (if appropriate)
  86256 IG5TC (if appropriate)
  86255 GL1CC (if appropriate)
  86256 GL1TC (if appropriate)
  86255 NCDCC (if appropriate)
  86256 NCDTC (if appropriate)
  86255 NFHCC (if appropriate)
  86256 NIFTC (if appropriate)
  86255 NFLCC (if appropriate)
  86256 NMDIC (if appropriate)
  84182 PC1BC (if appropriate)
  86256 PC1TC (if appropriate)
  86256 PC2TC (if appropriate)
  84182 PCTBC (if appropriate)
  86256 PCTTC (if appropriate)
  86256 PDETC (if appropriate)
  86255 SP7CC (if appropriate)
  86256 SP7TC (if appropriate)
  86255 T46CC (if appropriate)
  86256 T46TC (if appropriate)"
"EPS2","Epilepsy, Autoimmune/Paraneoplastic Evaluation, Serum","86255 x 19
  86341
  84182-AGNBS (if appropriate)
  86256-AGNTS (if appropriate)
  86256-AMPIS (if appropriate)
  84182-AMIBS (if appropriate)
  84182-AN1BS (if appropriate)
  86256-AN1TS (if appropriate)
  84182-AN2BS (if appropriate)
  86256-AN2TS (if appropriate)
  86256-AN3TS (if appropriate)
  86256-APHTS (if appropriate)
  86256-CRMTS (if appropriate)
  84182-CRMWS (if appropriate)
  86256-DPPTS (if appropriate)
  86256-GABIS (if appropriate)
  86255-GFACS (if appropriate)
  86256-GFATS (if appropriate)
  86255-GL1CS (if appropriate)
  86256-GL1TS (if appropriate)
  86255-NCDCS (if appropriate)
  86256-NCDTS (if appropriate)
  86256-NMDIS (if appropriate)
  86256-PC2TS (if appropriate)
  84182-PCTBS (if appropriate)
  86256-PCTTS (if appropriate)
  86256-PDETS (if appropriate)
  86255-T46CS (if appropriate)
  86256-T46TS (if appropriate)"
"EPC2","Epilepsy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","86255 x 19
  86341 x 1
  84182-AGNBC (if appropriate)
  86256-AGNTC (if appropriate)
  86256-AMPIC (if appropriate)
  84182-AMIBC (if appropriate)
  84182-AN1BC (if appropriate)
  86256 AN1TC (if appropriate)
  84182-AN2BC (if appropriate)
  86256-AN2TC (if appropriate)
  86256-AN3TC (if appropriate)
  86256-APHTC (if appropriate)
  86256-CRMTC (if appropriate)
  84182-CRMWC (if appropriate)
  86256-DPPTC (if appropriate)
  86256-GABIC (if appropriate)
  86255-GFACC (if appropriate)
  86256-GFATC (if appropriate)
  86255-GL1CC (if appropriate)
  86256-GL1TC (if appropriate)
  86255-NCDCC (if appropriate)
  86256-NCDTC (if appropriate)
  86256-NMDIC (if appropriate)
  86256-PC2TC (if appropriate)
  84182-PCTBC (if appropriate)
  86256-PCTTC (if appropriate)
  86256-PDETC (if appropriate)
  86255-T46CC (if appropriate)
  86256-T46TC (if appropriate)"
"GID2","Gastrointestinal Dysmotility, Autoimmune/Paraneoplastic Evaluation, Serum","83519
  86255 x 7
  84182 AN1BS (if appropriate)
  86256 AN1TS (if appropriate)
  84182 AN2BS (if appropriate)
  86255 APBCS (if appropriate)
  86256 APBTS (if appropriate)
  86256 CRMTS (if appropriate)
  84182 CRMWS (if appropriate)
  86255 DPPCS (if appropriate)
  86256 DPPTS (if appropriate)
  86256 PC2TS (if appropriate)"
"DYS2","Dysautonomia, Autoimmune/Paraneoplastic Evaluation, Serum","83519
  86255 x 7
  84182 AN1BS (if appropriate)
  86256 AN1TS (if appropriate)
  84182 AN2BS (if appropriate)
  86255 APBCS (if appropriate)
  86256 APBTS (if appropriate)
  86256 CRMTS (if appropriate)
  84182 CRMWS (if appropriate)
  86256 DPPTS (if appropriate)
  86256 PC2TS (if appropriate)"
"FROS2","Fructose, Qualitative, Semen","82757"
"ZW1","Miscellaneous MML Referral Test 1","See Individual Test ID on the Referred Tests List"
"ZW2","Miscellaneous MML Referral Test 2","See Individual Test ID on the Referred Tests List"
"ZW3","Miscellaneous MML Referral Test 3","See Individual Test ID on the Referred Tests List"
"JAMOVATSS","Movat Pentachrome Stain","88313"
"PHI11","Prostate Health Index Reflex, Serum","84153 - Total PSA
  84154 - Free PSA (if appropriate)
  86316 - [-2]ProPSA (if appropriate)"
"CRHEP","Chronic Viral Hepatitis (Unknown Type), Serum","86704
  86706
  86803 
  87340
  87341 (if appropriate)
  87522 (if appropriate)"
"HCVDX","Hepatitis C Virus (HCV) Antibody with Reflex to HCV RNA, PCR, Symptomatic, Serum","86803
  87522 (if appropriate)"
"HCSRN","Hepatitis C Virus (HCV) Antibody Screen with Reflex to HCV RNA, PCR, Asymptomatic, Serum","86803 
  G0472 (if appropriate for government payers)
  87522 Hepatitis C, quantification (if appropriate)"
"QUAD1","Quad Screen (Second Trimester) Maternal, Serum","81511"
"CXC13","CXCL13 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"IHMTO","IHC Multiplex, Tech Only (Bill Only)","88344-TC"
"ISTOI","ISH Initial, Tech Only (Bill Only)","88365-TC"
"ISTOA","ISH Additional, Tech Only (Bill Only)","88364-TC"
"MSPTC","Mass Spectrometry (Bill Only)","82542-Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)"
"IHPCI","IHC Initial (Bill Only)","88342"
"IHPCA","IHC Additional (Bill Only)","88341"
"IHC26","IHC Initial, Professional Only (Bill Only)","88342-26"
"IHA26","IHC Additional, Professional Only (Bill Only)","88341-26"
"IHMPC","IHC Multiplex (Bill Only)","88344"
"IHM26","IHC Multiplex, Professional Only (Bill Only)","88344-26"
"IFPCI","IF Initial (Bill Only)","88346"
"IFPCA","IF Additional (Bill Only)","88350"
"ISPCI","ISH Initial (Bill Only)","88365"
"ISPCA","ISH Additional (Bill Only)","88364"
"ISH26","ISH Initial, Professional Only (Bill Only)","88365-26"
"ISA26","ISH Additional, Professional Only (Bill Only)","88364-26"
"LEV1P","Level 1 Gross only (Bill Only)","88300"
"LEV2P","Level 2 Gross and microscopic (Bill Only)","88302"
"LEV3P","Level 3 Gross and microscopic (Bill Only)","88304"
"LEV4P","Level 4 Gross and microscopic (Bill Only)","88305"
"LV4RP","Level 4 Gross and Microscopic, RB (Bill Only)","88305"
"LEV5P","Level 5 Gross and microscopic (Bill Only)","88307"
"LEV6P","Level 6 Gross and microscopic (Bill Only)","88309"
"CSPPC","Consult, w/Slide Prep (Bill Only)","88323"
"CUPPC","Consult, w/USS Prof (Bill Only)","88323-26"
"CRHPC","Consult, w/Comp Rvw of His (Bill Only)","88325"
"KAIPC","KappaLambda IHC (Bill Only)","88342"
"PCIFS","Frozen Section, 1st Block (Bill Only)","88331"
"PCAFS","Frozen Section, Additional Blocks (Bill Only)","88332"
"NTPPC","Non-Gynecologic, ThinPrep (Bill Only)","88112"
"NDSPC","Non-Gynecologic Direct Smear (Bill Only)","88104"
"CTPPC","Cytology Touch Prep (Bill Only)","88333"
"CTAPC","Cytology Touch Prep Additional (Bill Only)","88334"
"CFNPC","Cytology FNA (Bill Only)","88173"
"IAPC","FNA Immediate Adequacy (Bill Only)","88172"
"IAAPC","FNA Immediate Adequacy Add&amp;#039;l (Bill Only)","88177"
"BMAPC","Bone Marrow Aspirate (Bill Only)","85097 GC"
"BMBPC","Bone Marrow Biopsy (Bill Only)","88305"
"BMCPC","Bone Marrow Clot (Bill Only)","88305"
"MCMF","Malignant Cells Cyto/Heme (Bill Only)","88108"
"EMR","EM, Renal Biopsy (Bill Only)","88348"
"MLCPC","Microdissection, Laser Capture (Bill Only)","88380-Microdissection; laser capture"
"MAFP1","Alpha-Fetoprotein (AFP), Single Marker Screen, Maternal, Serum","82105"
"ATR","Isoagglutinin Titer, Anti-A, Serum","86886"
"BTR","Isoagglutinin Titer, Anti-B, Serum","86886"
"ABYSR","Antibody Screen with Reflexed Antibody Identification, Blood","86850"
"ABIDR","Antibody Identification, Blood and Serum","86870
  86860-(if appropriate)
  86886-(if appropriate)
  86880 x 3 (if appropriate)
  86905-(if appropriate)
  86978-(if appropriate)"
"ABTIR","Antibody Titer, Blood and Serum","86886
  86870 (if appropriate-per panel tested)
  86860 (if appropriate)
  86880 x 3 (if appropriate)
  86905- (if appropriate)
  86978 (if appropriate)
  81403 (if appropriate)-Internal only"
"SPAGR","Special Red Cell Antigen Typing, Whole Blood","86905-Each red cell antigen typing (if more than one ordered)"
"PBDC","Lead, Capillary, with Demographics, Blood","83655"
"PBDV","Lead, Venous, with Demographics, Blood","83655"
"T790M","Cell-Free DNA EGFR T790M Mutation Analysis, Blood","81235"
"OXYWB","Oxysterols, Blood","82542"
"GPSYW","Glucopsychosine, Blood","82542"
"MPSWB","Mucopolysaccharidosis, Blood","83864"
"A1R","A1 Antigen Subtype, Blood","86905"
"CTXWB","Cerebrotendinous Xanthomatosis, Blood","82542"
"DCTR","Direct Antiglobulin Test (Polyspecific), Blood","86880"
"ABOMR","ABO/Rh, Blood","86900-ABO
  86901-Rh"
"ABONR","ABO/Rh Newborn, Blood","86900
  86901"
"ICOSI","ICOS (CD278), Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"STPCO","ThinPrep with Human Papillomavirus (HPV) Co-Test-Screen, Varies","88142
  G0123 (for government payers)
  87626 (if appropriate)
  87626 (if appropriate)
  88141 (if appropriate)"
"LGBBS","Globotriaosylsphingosine, Blood Spot","82542"
"COGMF","Acute Myeloid Leukemia (AML), Children&amp;#039;s Oncology Group Enrollment Testing, FISH, Varies","88271 x 2, 88275, 88291-FISH Probe, Analysis, Interpretation; 1 probe set
  88271 x 2, 88275-FISH Probe, Analysis; each additional probe set (if appropriate)"
"COGTF","T-Cell Acute Lymphoblastic Leukemia/Lymphoma (ALL), Children&amp;#039;s Oncology Group Enrollment Testing, FISH, Varies","88271 x2, 88275 x1, 88291 x1- FISH Probe, Analysis, Interpretation; 1 probe set
  88271 x2, 88275x1 - FISH Probe, Analysis; each additional probe set (if appropriate)"
"COGBF","B-Cell Acute Lymphoblastic Leukemia/Lymphoma (ALL), Children&amp;#039;s Oncology Group Enrollment Testing, FISH, Varies","88271 x 2, 88275, 88291-FISH Probe, Analysis, Interpretation; 1 probe set
  88271 x 2, 88275-FISH Probe, Analysis; each additional probe set (if appropriate)"
"COGBM","Chromosome Analysis, Hematologic Disorders, Children&amp;#039;s Oncology Group Enrollment Testing, Bone Marrow","88237, 88291-Tissue culture for neoplastic disorders; bone marrow, blood, Interpretation and report
  88264 w/ modifier 52-Chromosome analysis with less than 20 cells (if appropriate)
  88264-Chromosome analysis with 20 to 25 cells (if appropriate)
  88264, 88285-Chromosome analysis with greater than 25 cells (if appropriate)
  88283-Additional specialized banding technique (if appropriate)"
"COGBL","Chromosome Analysis, Hematologic Disorders, Children&amp;#039;s Oncology Group Enrollment Testing, Blood","88237, 88291-Tissue culture for neoplastic disorders; bone marrow, blood, Interpretation and report
  88264 w/ modifier 52-Chromosome analysis with less than 20 cells (if appropriate)
  88264-Chromosome analysis with 20 to 25 cells (if appropriate)
  88264, 88285-Chromosome analysis with greater than 25 cells (if appropriate)
  88283-Additional specialized banding technique (if appropriate)"
"TPRPD","ThinPrep Diagnostic, Varies","88142
    88141 (if appropriate)"
"DTHPV","ThinPrep Diagnostic with Human Papillomavirus (HPV) Reflex, Varies","88142
  88141(if appropriate)"
"TPRPS","ThinPrep Screen, Varies","G0123 (Government Payers)
  88142 &amp;nbsp;
  88141-TPSPC (if appropriate)
  &amp;nbsp;"
"HIVQN","HIV-1 RNA Detection and Quantification, Plasma","87536"
"DHES1","Dehydroepiandrosterone Sulfate, Serum","82627"
"SSTR2","Somatostatin Receptor 2 (SSTR2), Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"BMAMA","Basic Metabolic Panel, Serum","84132
  84295
  82435
  82374
  84520
  82565
  82310
  82947"
"CMAMA","Comprehensive Metabolic Panel, Serum","KS-84132
  NAS-84295
  CL-82435
  HCO3-82374
  BUN-84520
  CRTS1-82565
  CA-82310
  GLURA-82947
  TP-84155
  ALB-82040
  AST-84450
  ALP-84075
  ALT-84460
  BILIT-82247"
"ELPSR","Electrolyte Panel, Serum","80051-Electrolyte Panel (if all 4 are performed)
  82435-Chloride (if all 4 are not performed)
  84295- Sodium (if all 4 are not performed)
  84132-Potassium (if all 4 are not performed)
  82374-Bicarbonate (if all 4 are not performed)"
"LIVPR","Liver Profile, Serum","82247
  82248
  84450
  84460
  84075
  82040
  84155
  80076 (if appropriate if all analytes performed)"
"RFAMA","Renal Function Panel, Serum","KS: 84132
  NAS: 84295
  CL: 82435
  HCO3: 82374
  BUN: 84520
  CRTS1: 82565
  CA: 82310
  GLURA: 82947
  ALB: 82040
  PHOS: 84100"
"CXCFX","MYD88 Reflex to CXCR4 Mutation Detection, Varies","81479-Unlisted molecular pathology procedure"
"CA","Calcium, Total, Serum","82310"
"HSMBS","Hepatosplenomegaly Panel, Blood Spot","82542"
"LACS1","Lactate, Plasma","83605"
"MUCN4","Mucin 4, Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"HVDIP","HIV-1 and HIV-2 Antibody Confirmation and Differentiation, Plasma","86701
  86702
  87535 (if appropriate)
  87538 (if appropriate)
  87536 (if appropriate)"
"HVDSP","HIV-1 and HIV-2 Antibody Confirmation and Differentiation, Prenatal, Plasma","86701
  86702
  87535 (if appropriate)
  87538 (if appropriate)
  87536 (if appropriate)"
"LASF1","Lactic Acid, Spinal Fluid","83605"
"RSVAB","Respiratory Syncytial Virus (RSV) In Situ Hybridization, Technical Component Only","88365-TC, Primary
  88364-TC, if additional ISH"
"PFIB","Parafibromin, Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"CMVQN","Cytomegalovirus (CMV) DNA Detection and Quantification by Real-Time PCR, Plasma","87497"
"CD273","CD273 (PD-L2) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MALI","MAL Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"B2MU","Beta-2 Microglobulin, Random, Urine","82232"
"A2PI","Alpha-2 Plasmin Inhibitor, Plasma","85410"
"VWACT","von Willebrand Factor Activity, Plasma","85397"
"PTSC","Prothrombin Time (PT), Plasma","85610"
"APTSC","Activated Partial Thromboplastin Time (APTT), Plasma","85730"
"CLFIB","Fibrinogen, Clauss, Plasma","85384"
"DIMER","D-Dimer, Plasma","85379"
"SOLFM","Soluble Fibrin Monomer, Plasma","85366"
"DRV1","Dilute Russell&amp;#039;s Viper Venom Time (DRVVT), Plasma","85613-DRVVT
  85613-DRVVT mix (if appropriate)
  85613-DRVVT confirmation (if appropriate)"
"DRV2","Dilute Russell&amp;#039;s Viper Venom Time (DRVVT) Mix, Plasma","85613"
"DRV3","Dilute Russell&amp;#039;s Viper Venom Time (DRVVT) Confirmation, Plasma","85613"
"DRVI1","Dilute Russell&amp;#039;s Viper Venom Time (DRVVT), with Reflex, Plasma","85613
  85613 (if appropriate)
  85613 (if appropriate)"
"DRVI2","Dilute Russell&amp;#039;s Viper Venom Time (DRVVT) Mix Ratio, Plasma","85613"
"DRVI3","Dilute Russell&amp;#039;s Viper Venom Time (DRVVT) Confirmation Ratio, Plasma","85613"
"APMSC","Activated Partial Thromboplastin Time (APTT) Mix 1:1, Plasma","85732"
"PTMSC","Prothrombin Time Mix 1:1, Plasma","85611"
"TTSC","Thrombin Time (Bovine), Plasma","85670"
"RTSC","Reptilase Time, Plasma","85635"
"PDBS","Pompe Disease, Blood Spot","83789"
"LGBWB","Globotriaosylsphingosine, Blood","82542"
"KS","Potassium, Serum","84132"
"NAS","Sodium, Serum","84295"
"INSM1","Insulinoma-Associated Protein 1 (INSM1), Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"PRCAL","Procalcitonin, Serum","84145"
"MPLVS","MPL Exon 10 Mutation Detection, Varies","81339-MPL (myeloproliferative leukemia virus oncogene, thrombopoietin receptor, TPOR) (eg, myeloproliferative disorder), exon 10 sequence"
"TTF40","TTF41 (SPT24) + p40 Immunostain, Technical Component Only","88344-TC"
"STICK","Tick-Borne Antibodies, Modified 2-Tier, ELISA, Serum","86618
    86666 x 2
    86753
  86617 x 2 (if appropriate)"
"LH","Luteinizing Hormone (LH), Serum","83002"
"FSH","Follicle-Stimulating Hormone (FSH), Serum","83001"
"VEDOL","Vedolizumab Quantitation with Reflex to Antibodies, Serum","80280
  82397 (if appropriate)"
"VEDOZ","Vedolizumab Quantitation with Antibodies, Serum","80280
  82397"
"NONCP","Neuro-Oncology Expanded Gene Panel with Rearrangement, Tumor","&amp;nbsp;
  81455
  81456"
"ALBLI","Limited Bleeding Diathesis Profile Interpretation","85390-26 Special Coagulation Interpretation"
"ADICI","Disseminated Intravascular Coagulation/Intravascular Coagulation and Fibrinolysis (DIC/ICF) Profile Interpretation","85390-26 Special Coagulation Interpretation"
"APRI","Prolonged Clot Time Profile Interpretation","85390-26 Special Coagulation Interpretation"
"AATHI","Thrombophilia Profile Interpretation","85390-26 Special Coagulation Interpretation"
"AVWPQ","von Willebrand Disease Profile Interpretation","85390-26 Special Coagulation Interpretation"
"CD2B","CD2 Immunostain, Bone Marrow, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"C19BM","CD19 Immunostain, Bone Marrow, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"CDKPB","CD68 (KP1) Immunostain, Bone Marrow, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"ECADB","E-Cadherin Immunostain, Bone Marrow, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"GATAB","GATA-Binding Protein 3 Immunostain, Technical Component Only, Bone Marrow,","88342-TC, primary
  88341-TC, if additional IHC"
"MUM1B","MUM-1/IRF4 Immunostain, Bone Marrow, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SYPHT","Syphilis Total Antibody with Reflex, Serum","86780
  86780-Syphilis Antibody by TP-PA (if appropriate)
  86593-Rapid Plasma Reagin Titer (if appropriate)"
"RPRS","Rapid Plasma Reagin Screen with Reflex, Serum","86593-Rapid Plasma Reagin Titer (if appropriate)
  86780-Syphilis Antibody by TP-PA (if appropriate)"
"RALB","Albumin, Random, Urine","82043
    82570"
"ALB24","Albumin, 24 Hour, Urine","82043"
"TRK","Tropomyosin Receptor Kinase (TRK) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"AATHR","Thrombophilia Profile, Plasma and Whole Blood","81240-F2 PTNT
  85300-ATTF
  85303-CFX
  85306-PSF
  85307-APCRV
  85379-DIMER
  85384-CLFIB
  85390-26-AATHI
  85610-PTSC
  85613-DRV1
  85670-TTSC
  85730-APTSC
  81241-F5 (coagulation factor V) (eg, hereditary hypercoagulability) gene analysis, Leiden variant (if appropriate)
  85210-Factor II (if appropriate)
  85220-Factor V (if appropriate)
  85230-Factor VII (if appropriate)
  85240-Factor VIII (if appropriate)
  85250-Factor IX (if appropriate)
  85260-Factor X (if appropriate)
  85270-Factor XI (if appropriate)
  85280-Factor XII (if appropriate)
  85301-Antithrombin antigen (if appropriate)
  85302-Protein C antigen (if appropriate)
  85305-Protein S antigen, total (if appropriate)
  85306-Protein S activity (if appropriate)
  85366-Soluble fibrin monomer (if appropriate)
  85385-PT-Fibrinogen (if appropriate)
  85597-Platelet neutralization for lupus inhibitor (if appropriate)
  85598-Hex LA (if appropriate)
  85611-PT mix 1:1 (if appropriate)
  85613-DRVVT mix (if appropriate)
  85613-DRVVT confirmation (if appropriate)
  85635-Reptilase (if appropriate)
  85732 - APTT Mix 1:1 (if appropriate)"
"ALBLD","Bleeding Diathesis Profile, Limited, Plasma","85610-PTSC
  85730-APTSC
  85670-TTSC
  85384-CLFIB
  85379-DIMER
  85390-26-ALBLI
  85240-F8A
  85250-F_9
  85291-FXIII
  85246-VWAG
  85397-VWACT
  85130-Chromogenic factor VIII (if appropriate)
  85130-Chromogenic factor IX (if appropriate)
  85210-Factor II (if appropriate)
  85220-Factor V (if appropriate)
  85230-Factor VII (if appropriate)
  85245-Ristocetin cofactor (if appropriate)
  85247-von Willebrand factor multimer (if appropriate)
  85260-Factor X (if appropriate)
  85270-Factor XI (if appropriate)
  85280-Factor XII (if appropriate)
  85300-Antithrombin activity (if appropriate)
  85301-Antithrombin antigen (if appropriate)
  85335-Bethesda units (if appropriate)
  85335-Factor II inhibitor screen (if appropriate)
  85335-Factor V inhibitor screen (if appropriate)
  85335-Factor VII Inhibitor screen (if appropriate)
  85335-Factor VIII inhibitor screen (if appropriate)
  85335-Factor IX inhibitor screen (if appropriate)
  85335-Factor X inhibitor screen (if appropriate)
  85335-Factor XI inhibitor screen (if appropriate)
  85366-Soluble fibrin monomer (if appropriate)
  85385-PT-Fibrinogen (if appropriate)
  85410-Alpha-2 plasmin inhibitor (if appropriate)
  85415-PAI-1 Ag (if appropriate)
  85420-Plasminogen Activity (if appropriate)
  85597-Platelet neutralization for lupus inhibitor (if appropriate)
  85598-Hex LA (if appropriate)
  85611-PT mix 1:1 (if appropriate)
  85613-DRVVT (if appropriate)
  85613-DRVVT mix (if appropriate)
  85613-DRVVT confirm (if appropriate)
  85635-Reptilase time (if appropriate)
  85732-APTT mix 1:1 (if appropriate)"
"ADIC","Disseminated Intravascular Coagulation/Intravascular Coagulation and Fibrinolysis (DIC/ICF) Profile, Plasma","85610-PTSC
  85730-APTSC
  85670-TTSC
  85379-DIMER
  85384-CLFIB
  85390-26-ADICI
  85210-Factor II (if appropriate)
  85220-Factor V (if appropriate)
  85230-Factor VII (if appropriate)
  85240-Coagulation factor VIII assay (if appropriate)
  85250-Factor IX (if appropriate)
  85260-Factor X (if appropriate)
  85270-Factor XI (if appropriate)
  85280-Factor XII (if appropriate)
  85366-Soluble fibrin monomer (if appropriate)
  85385-PT-Fibrinogen (if appropriate)
  85597-Platelet neutralization for lupus inhibitor (if appropriate)
  85598-Hex LA (if appropriate)
  85611-PT mix 1:1 (if appropriate)
  85613-DRVVT (if appropriate)
  85613-DRVVT mix (if appropriate)
  85613-DRVVT confirm (if appropriate)
  85635-Reptilase time (if appropriate)
  85732-APTT mix 1:1 (if appropriate)"
"APROL","Prolonged Clot Time Profile, Plasma","85379-DIMER
  85384-CLFIB
  85390-26-APRI
  85610-PTSC
  85613-DRV1
  85670-TTSC
  85730-APTSC
  85130-Chromogenic FVIII (if appropriate)
  85130-Chromogenic FIX (if appropriate)
  85210-Factor II (if appropriate)
  85220-Factor V (if appropriate)
  85230-Factor VII (if appropriate)
  85240-Factor VIII (if appropriate)
  85250-Factor IX (if appropriate)
  85260-Factor X (if appropriate)
  85270-Factor XI (if appropriate)
  85280-Factor XII (if appropriate)
  85335-Bethesda titer (if appropriate)
  85335-Factor V inhibitor screen (if appropriate)
  85335-Factor VIII inhibitor screen (if appropriate)
  85335-Factor IX inhibitor screen (if appropriate)
  85366-Soluble fibrin monomer (if appropriate)
  85385-PT-Fibrinogen (if appropriate)
  85597-Platelet neutralization for lupus inhibitor (if appropriate)
  85598-Hex LA (if appropriate)
  85611-PT mix 1:1 (if appropriate)
  85613-DRVVT mix (if appropriate)
  85613-DRVVT confirm (if appropriate)
  85635-Reptilase time (if appropriate)
  85732-APTT mix 1:1 (if appropriate)"
"DRVI4","Dilute Russell&amp;#039;s Viper Venom Time (DRVVT) Interpretation",""
"SMAS","Smooth Muscle Antibody Screen, Serum","86015"
"DLL3","Delta-Like 3 Protein (SP347), Semi-Quantitative Immunohistochemistry, Manual, Tissue","88360"
"RHUT","Rheumatoid Factor, Serum","86431"
"CDIFS","Clostridioides difficile Culture with Antimicrobial Susceptibilities, Varies","87081-C. difficile Culture
  87076-Anaerobe Ident (if appropriate)
  87076-Id MALDI-TOF Mass Spec Anaerobe (if appropriate)
  87153-Anaerobe Ident by Sequencing (if appropriate)
  87181-Anaerobe Susceptibility per agent (if appropriate)
  87181 x 3-Antimicrobial Susceptibility, Anaerobic Bacteria, MIC (if appropriate)"
"CAMTA","Calmodulin-Binding Transcription Activator 1 (CAMTA1), Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"BFOS","FosB, Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"ALUPP","Lupus Anticoagulant Profile, Plasma","85610
  85730
  85613
  85390
  85130 (if appropriate)
  85130 (if appropriate)
  85210 (if appropriate)
  85220 (if appropriate)
  85230 (if appropriate)
  85240 (if appropriate)
  85245 (if appropriate)
  85246 (if appropriate)
  85247 (if appropriate)
  85250 (if appropriate)
  85260 (if appropriate)
  85270 (if appropriate)
  85280 (if appropriate)
  85335 (if appropriate)
  85335 (if appropriate)
  85335 (if appropriate)
  85366 (if appropriate)
  85379 (if appropriate)
  85384 (if appropriate)
  85385 (if appropriate)
  85390-26 (if appropriate)
  85397 (if appropriate)
  85597 (if appropriate)
  85598 (if appropriate)
  85611 (if appropriate)
  85613 (if appropriate)
  85613 (if appropriate)
  85635 (if appropriate)
  85670 (if appropriate)
  85732 (if appropriate)"
"ALUPI","Lupus Anticoagulant Profile, Technical Interpretation","85390"
"ALUPO","Lupus Anticoagulant Profile Interpretation","85390-26 Special Coagulation Interpretation"
"IFTOI","IF Initial, Technical Only (Bill Only)","88346-TC"
"IFTOA","IF Additional, Technical Only (Bill Only)","88350-TC"
"IFI26","IF Initial, Professional Only (Bill Only)","88346-26"
"IFA26","IF Additional, Professional Only (Bill Only)","88350-26"
"NMS1","Necrotizing Myopathy Evaluation, Serum","86255
  82397
  86256 (if appropriate)
  84182 (if appropriate)"
"AVWPR","von Willebrand Disease Profile, Plasma","85240-Coagulation factor VIII assay
  85246-von Willebrand factor antigen
  85397-von Willebrand factor activity
  85390-Technical interpretation
  85245-von Willebrand factor ristocetin cofactor activity (if appropriate)
  85247-von Willebrand factor multimer (if appropriate)
  85335-Bethesda titer (if appropriate) 
  85335-Coagulation factor VIII inhibitor screen (if appropriate)
  85390-26-Special coagulation interpretation (if appropriate)"
"AVWPI","von Willebrand Disease Profile Technical Interpretation","85390"
"EAG","Hepatitis B Virus e Antigen, Serum","87350"
"HEAB","Hepatitis B Virus e Antibody, Serum","86707"
"CPAVP","Copeptin proAVP, Plasma","84588"
"SP263","Programmed Death-Ligand 1 (PD-L1) (SP263), Semi-Quantitative Immunohistochemistry, Manual","88360"
"22C3","Programmed Death-Ligand 1 (PD-L1) (22C3), Semi-Quantitative Immunohistochemistry, Manual","88360"
"SP142","Programmed Death-Ligand 1 (PD-L1) (SP142), Semi-Quantitative Immunohistochemistry, Manual","88360"
"CHIKC","Chikungunya Virus, PCR, Molecular Detection, Spinal Fluid","87798"
"CHIKS","Chikungunya Virus, PCR, Molecular Detection, Serum","87798"
"NMRLP","Nuclear Magnetic Resonance Lipoprotein Profile, Serum","83704"
"VWFMS","von Willebrand Factor Multimer Analysis, Plasma","85247"
"RB1","Retinoblastoma Protein (Rb) Immunostain, Tech Only","88342-TC, primary
  88341-TC, if additional IHC"
"SFUNG","1,3-Beta-D-Glucan (Fungitell), Serum","87449"
"ULFA","Cryptococcus Antigen Screen, Lateral Flow Assay, Random, Urine","87899
  87899 (if appropriate)"
"NSFIB","Nonalcoholic Steatohepatitis (NASH)-FibroTest, Serum and Plasma","0003M"
