concept_id,concept_name,domain_id,concept_class_id,ATC
21603814,Estrogens,Drug,ATC 4th,L02AA
21603815,diethylstilbestrol; oral,Drug,ATC 5th,L02AA01
21603816,polyestradiol phosphate; parenteral,Drug,ATC 5th,L02AA02
21603818,fosfestrol; systemic,Drug,ATC 5th,L02AA04
21603819,Progestogens,Drug,ATC 4th,L02AB
21603823,Gonadotropin releasing hormone analogues,Drug,ATC 4th,L02AE
21603824,"buserelin; implant, nasal, parenteral",Drug,ATC 5th,L02AE01
21603825,"leuprorelin; implant, parenteral",Drug,ATC 5th,L02AE02
21603826,goserelin; implant,Drug,ATC 5th,L02AE03
21603827,triptorelin; parenteral,Drug,ATC 5th,L02AE04
715824,leuprorelin and bicalutamide; systemic,Drug,ATC 5th,L02AE51
21603828,Other hormones,Drug,ATC 4th,L02AX
21603829,HORMONE ANTAGONISTS AND RELATED AGENTS,Drug,ATC 3rd,L02B
21603830,Anti-estrogens,Drug,ATC 4th,L02BA
21603831,tamoxifen; oral,Drug,ATC 5th,L02BA01
21603832,toremifene; oral,Drug,ATC 5th,L02BA02
21603833,fulvestrant; parenteral,Drug,ATC 5th,L02BA03
21603834,Anti-androgens,Drug,ATC 4th,L02BB
21603835,flutamide; oral,Drug,ATC 5th,L02BB01
21603836,nilutamide; oral,Drug,ATC 5th,L02BB02
21603837,bicalutamide; oral,Drug,ATC 5th,L02BB03
45893476,enzalutamide; oral,Drug,ATC 5th,L02BB04
715926,apalutamide; oral,Drug,ATC 5th,L02BB05
715835,darolutamide; oral,Drug,ATC 5th,L02BB06
21603838,Aromatase inhibitors,Drug,ATC 4th,L02BG
21603839,aminoglutethimide; oral,Drug,ATC 5th,L02BG01
21603840,formestane; parenteral,Drug,ATC 5th,L02BG02
21603841,anastrozole; oral,Drug,ATC 5th,L02BG03
21603842,letrozole; oral,Drug,ATC 5th,L02BG04
21603843,vorozole; systemic,Drug,ATC 5th,L02BG05
21603844,exemestane; oral,Drug,ATC 5th,L02BG06
21603845,Other hormone antagonists and related agents,Drug,ATC 4th,L02BX
21603846,abarelix; parenteral,Drug,ATC 5th,L02BX01
21603847,degarelix; parenteral,Drug,ATC 5th,L02BX02
40253469,abiraterone; oral,Drug,ATC 5th,L02BX03
21603848,IMMUNOSTIMULANTS,Drug,ATC 2nd,L03
21603849,IMMUNOSTIMULANTS,Drug,ATC 3rd,L03A
21603850,Colony stimulating factors,Drug,ATC 4th,L03AA
21603851,filgrastim; parenteral,Drug,ATC 5th,L03AA02
21603852,molgramostim; parenteral,Drug,ATC 5th,L03AA03
21603853,sargramostim; parenteral,Drug,ATC 5th,L03AA09
21603854,lenograstim; parenteral,Drug,ATC 5th,L03AA10
21603855,ancestim; parenteral,Drug,ATC 5th,L03AA12
21603856,pegfilgrastim; parenteral,Drug,ATC 5th,L03AA13
43534819,lipegfilgrastim; parenteral,Drug,ATC 5th,L03AA14
45893268,balugrastim; systemic,Drug,ATC 5th,L03AA15
1123616,empegfilgrastim; systemic,Drug,ATC 5th,L03AA16
1502101,pegteograstim; parenteral,Drug,ATC 5th,L03AA17
21603857,Interferons,Drug,ATC 4th,L03AB
21603858,interferon alfa natural; parenteral,Drug,ATC 5th,L03AB01
21603859,interferon beta natural; parenteral,Drug,ATC 5th,L03AB02
21603860,interferon gamma; parenteral,Drug,ATC 5th,L03AB03
21603861,interferon alfa-2a; parenteral,Drug,ATC 5th,L03AB04
21603862,interferon alfa-2b; parenteral,Drug,ATC 5th,L03AB05
21603863,interferon alfa-n1; parenteral,Drug,ATC 5th,L03AB06
21603864,interferon beta-1a; parenteral,Drug,ATC 5th,L03AB07
21603865,interferon beta-1b; parenteral,Drug,ATC 5th,L03AB08
21603866,interferon alfacon-1; parenteral,Drug,ATC 5th,L03AB09
21603867,peginterferon alfa-2b; parenteral,Drug,ATC 5th,L03AB10
21603868,peginterferon alfa-2a; parenteral,Drug,ATC 5th,L03AB11
40253734,albinterferon alfa-2b; systemic,Drug,ATC 5th,L03AB12
45893190,peginterferon beta-1a; parenteral,Drug,ATC 5th,L03AB13
45893501,cepeginterferon alfa-2b; parenteral,Drug,ATC 5th,L03AB14
1501760,ropeginterferon alfa-2b; systemic,Drug,ATC 5th,L03AB15
21603870,"peginterferon alfa-2a, combinations; parenteral",Drug,ATC 5th,L03AB61
21603871,Interleukins,Drug,ATC 4th,L03AC
21603872,aldesleukin; parenteral,Drug,ATC 5th,L03AC01
21603873,oprelvekin; parenteral,Drug,ATC 5th,L03AC02
21603874,Other immunostimulants,Drug,ATC 4th,L03AX
21603875,lentinan; systemic,Drug,ATC 5th,L03AX01
21603876,roquinimex; systemic,Drug,ATC 5th,L03AX02
21603877,BCG vaccine; intravesical,Drug,ATC 5th,L03AX03
21603878,pegademase; parenteral,Drug,ATC 5th,L03AX04
21603879,pidotimod; oral,Drug,ATC 5th,L03AX05
21603880,poly I:C; systemic,Drug,ATC 5th,L03AX07
21603881,poly ICLC; systemic,Drug,ATC 5th,L03AX08
21603882,thymopentin; parenteral,Drug,ATC 5th,L03AX09
21603883,immunocyanin; intravesical,Drug,ATC 5th,L03AX10
21603884,tasonermin; parenteral,Drug,ATC 5th,L03AX11
21603885,melanoma vaccine; systemic,Drug,ATC 5th,L03AX12
21603886,glatiramer acetate; parenteral,Drug,ATC 5th,L03AX13
21603887,histamine dihydrochloride; parenteral,Drug,ATC 5th,L03AX14
21603888,mifamurtide; parenteral,Drug,ATC 5th,L03AX15
21603889,plerixafor; parenteral,Drug,ATC 5th,L03AX16
40253756,sipuleucel-T; parenteral,Drug,ATC 5th,L03AX17
43534820,cridanimod; systemic,Drug,ATC 5th,L03AX18
45893271,dasiprotimut-T; systemic,Drug,ATC 5th,L03AX19
715806,elapegademase; parenteral,Drug,ATC 5th,L03AX21
21603890,IMMUNOSUPPRESSANTS,Drug,ATC 2nd,L04
21603891,IMMUNOSUPPRESSANTS,Drug,ATC 3rd,L04A
21603892,Selective immunosuppressants,Drug,ATC 4th,L04AA
21603894,antilymphocyte immunoglobulin (horse); systemic,Drug,ATC 5th,L04AA03
21603895,antithymocyte immunoglobulin (rabbit); parenteral,Drug,ATC 5th,L04AA04
21603896,mycophenolic acid; systemic,Drug,ATC 5th,L04AA06
21603899,alefacept; parenteral,Drug,ATC 5th,L04AA15
21603901,gusperimus; parenteral,Drug,ATC 5th,L04AA19
21603903,abetimus; systemic,Drug,ATC 5th,L04AA22
21603905,abatacept; parenteral,Drug,ATC 5th,L04AA24
40253776,belatacept; parenteral,Drug,ATC 5th,L04AA28
43534823,apremilast; oral,Drug,ATC 5th,L04AA32
715927,cladribine; oral,Drug,ATC 5th,L04AA40
715833,imlifidase; parenteral,Drug,ATC 5th,L04AA41
21603912,certolizumab pegol; parenteral,Drug,ATC 5th,L04AB05
21603913,golimumab; parenteral,Drug,ATC 5th,L04AB06
715928,opinercept; systemic,Drug,ATC 5th,L04AB07
21603914,Interleukin inhibitors,Drug,ATC 4th,L04AC
21603918,rilonacept; parenteral,Drug,ATC 5th,L04AC04
21603919,ustekinumab; parenteral,Drug,ATC 5th,L04AC05
21603921,tocilizumab; parenteral,Drug,ATC 5th,L04AC07
21603922,canakinumab; parenteral,Drug,ATC 5th,L04AC08
40253793,briakinumab; systemic,Drug,ATC 5th,L04AC09
40253794,secukinumab; parenteral,Drug,ATC 5th,L04AC10
45893188,siltuximab; parenteral,Drug,ATC 5th,L04AC11
1588690,brodalumab; systemic,Drug,ATC 5th,L04AC12
1123622,ixekizumab; parenteral,Drug,ATC 5th,L04AC13
1123681,sarilumab; systemic,Drug,ATC 5th,L04AC14
1502102,sirukumab; systemic,Drug,ATC 5th,L04AC15
1501883,guselkumab; systemic,Drug,ATC 5th,L04AC16
715798,tildrakizumab; parenteral,Drug,ATC 5th,L04AC17
715831,risankizumab; parenteral,Drug,ATC 5th,L04AC18
21603923,Calcineurin inhibitors,Drug,ATC 4th,L04AD
40253798,voclosporin; systemic,Drug,ATC 5th,L04AD03
21603926,Other immunosuppressants,Drug,ATC 4th,L04AX
21603927,azathioprine; systemic,Drug,ATC 5th,L04AX01
21603928,thalidomide; oral,Drug,ATC 5th,L04AX02
21603930,lenalidomide; oral,Drug,ATC 5th,L04AX04
40254039,pirfenidone; oral,Drug,ATC 5th,L04AX05
43534824,pomalidomide; oral,Drug,ATC 5th,L04AX06
715846,darvadstrocel; parenteral,Drug,ATC 5th,L04AX08
21603931,MUSCULO-SKELETAL SYSTEM,Drug,ATC 1st,M
21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,Drug,ATC 2nd,M01
21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Drug,ATC 3rd,M01A
21603934,Butylpyrazolidines,Drug,ATC 4th,M01AA
21603935,"phenylbutazone; systemic, rectal",Drug,ATC 5th,M01AA01
21603936,mofebutazone; systemic,Drug,ATC 5th,M01AA02
21603937,"oxyphenbutazone; oral, rectal",Drug,ATC 5th,M01AA03
21603938,"clofezone; oral, rectal",Drug,ATC 5th,M01AA05
21603939,kebuzone; systemic,Drug,ATC 5th,M01AA06
21603940,Acetic acid derivatives and related substances,Drug,ATC 4th,M01AB
21603941,"indometacin; systemic, rectal",Drug,ATC 5th,M01AB01
21603942,"sulindac; systemic, rectal",Drug,ATC 5th,M01AB02
21603943,"tolmetin; oral, rectal",Drug,ATC 5th,M01AB03
21603944,zomepirac; oral,Drug,ATC 5th,M01AB04
21603945,"diclofenac; systemic, rectal",Drug,ATC 5th,M01AB05
21603946,"alclofenac; oral, rectal",Drug,ATC 5th,M01AB06
21603947,bumadizone; oral,Drug,ATC 5th,M01AB07
21603948,etodolac; oral,Drug,ATC 5th,M01AB08
21603949,lonazolac; oral,Drug,ATC 5th,M01AB09
21603950,fentiazac,Drug,ATC 5th,M01AB10
21603951,acemetacin; oral,Drug,ATC 5th,M01AB11
21603952,difenpiramide,Drug,ATC 5th,M01AB12
21603953,oxametacin,Drug,ATC 5th,M01AB13
21603954,"proglumetacin; oral, topical",Drug,ATC 5th,M01AB14
21603955,ketorolac; systemic,Drug,ATC 5th,M01AB15
21603956,aceclofenac; oral,Drug,ATC 5th,M01AB16
21603958,"indometacin, combinations; oral, rectal",Drug,ATC 5th,M01AB51
21603959,"diclofenac, combinations; oral",Drug,ATC 5th,M01AB55
21603960,Oxicams,Drug,ATC 4th,M01AC
21603961,"piroxicam; systemic, rectal",Drug,ATC 5th,M01AC01
21603962,"tenoxicam; systemic, rectal",Drug,ATC 5th,M01AC02
21603963,droxicam; oral,Drug,ATC 5th,M01AC04
21603964,"lornoxicam; systemic, rectal",Drug,ATC 5th,M01AC05
21603965,"meloxicam; systemic, rectal",Drug,ATC 5th,M01AC06
40254075,"meloxicam, combinations; systemic",Drug,ATC 5th,M01AC56
21603966,Propionic acid derivatives,Drug,ATC 4th,M01AE
21603967,"ibuprofen; systemic, rectal",Drug,ATC 5th,M01AE01
21603968,"naproxen; oral, rectal",Drug,ATC 5th,M01AE02
21603969,"ketoprofen; systemic, rectal",Drug,ATC 5th,M01AE03
21603970,fenoprofen; oral,Drug,ATC 5th,M01AE04
21603971,fenbufen; oral,Drug,ATC 5th,M01AE05
21603972,benoxaprofen; oral,Drug,ATC 5th,M01AE06
21603973,suprofen; oral,Drug,ATC 5th,M01AE07
21603974,pirprofen; oral,Drug,ATC 5th,M01AE08
21603975,"flurbiprofen; oral, rectal",Drug,ATC 5th,M01AE09
21603976,indoprofen; systemic,Drug,ATC 5th,M01AE10
21603977,"tiaprofenic acid; oral, rectal",Drug,ATC 5th,M01AE11
21603978,oxaprozin; oral,Drug,ATC 5th,M01AE12
21603979,ibuproxam; oral,Drug,ATC 5th,M01AE13
21603980,dexibuprofen; oral,Drug,ATC 5th,M01AE14
21603981,flunoxaprofen,Drug,ATC 5th,M01AE15
21603982,alminoprofen; oral,Drug,ATC 5th,M01AE16
21603983,dexketoprofen; systemic,Drug,ATC 5th,M01AE17
40254094,naproxcinod; systemic,Drug,ATC 5th,M01AE18
21603984,"ibuprofen, combinations; systemic",Drug,ATC 5th,M01AE51
40254096,naproxen and esomeprazole; oral,Drug,ATC 5th,M01AE52
21603985,"ketoprofen, combinations; systemic",Drug,ATC 5th,M01AE53
40254098,naproxen and misoprostol; systemic,Drug,ATC 5th,M01AE56
21603986,Fenamates,Drug,ATC 4th,M01AG
21603987,mefenamic acid; oral,Drug,ATC 5th,M01AG01
21603988,"tolfenamic acid; oral, rectal",Drug,ATC 5th,M01AG02
21603989,flufenamic acid; oral,Drug,ATC 5th,M01AG03
21603990,meclofenamic acid; oral,Drug,ATC 5th,M01AG04
21603991,Coxibs,Drug,ATC 4th,M01AH
21603993,rofecoxib; oral,Drug,ATC 5th,M01AH02
21603994,valdecoxib; oral,Drug,ATC 5th,M01AH03
21603995,parecoxib; parenteral,Drug,ATC 5th,M01AH04
21603996,etoricoxib; oral,Drug,ATC 5th,M01AH05
21603997,lumiracoxib; oral,Drug,ATC 5th,M01AH06
1502110,polmacoxib; oral,Drug,ATC 5th,M01AH07
21603998,"Other antiinflammatory and antirheumatic agents, non-steroids",Drug,ATC 4th,M01AX
21603999,nabumetone; oral,Drug,ATC 5th,M01AX01
21604000,niflumic acid; oral,Drug,ATC 5th,M01AX02
21604001,azapropazone; oral,Drug,ATC 5th,M01AX04
21604002,glucosamine; oral,Drug,ATC 5th,M01AX05
21604003,"benzydamine; oral, rectal",Drug,ATC 5th,M01AX07
21604004,glucosaminoglycan polysulfate; parenteral,Drug,ATC 5th,M01AX12
21604005,"proquazone; oral, rectal",Drug,ATC 5th,M01AX13
21604006,orgotein; systemic,Drug,ATC 5th,M01AX14
21604007,nimesulide; oral,Drug,ATC 5th,M01AX17
21604008,feprazone; oral,Drug,ATC 5th,M01AX18
21604009,diacerein; oral,Drug,ATC 5th,M01AX21
21604010,"morniflumate; oral, rectal",Drug,ATC 5th,M01AX22
21604011,tenidap,Drug,ATC 5th,M01AX23
21604012,"oxaceprol; oral, topical",Drug,ATC 5th,M01AX24
21604013,chondroitin sulfate; systemic,Drug,ATC 5th,M01AX25
40254364,"avocado and soyabean oil, unsaponifiables; systemic",Drug,ATC 5th,M01AX26
21604014,"feprazone, combinations; oral",Drug,ATC 5th,M01AX68
21604015,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,Drug,ATC 3rd,M01B
21604016,Antiinflammatory/antirheumatic agents in combination with corticosteroids,Drug,ATC 4th,M01BA
21604017,phenylbutazone and corticosteroids; systemic,Drug,ATC 5th,M01BA01
21604018,dipyrocetyl and corticosteroids,Drug,ATC 5th,M01BA02
21604019,acetylsalicylic acid and corticosteroids; systemic,Drug,ATC 5th,M01BA03
21604020,Other antiinflammatory/antirheumatic agents in combination with other drugs,Drug,ATC 4th,M01BX
21604021,SPECIFIC ANTIRHEUMATIC AGENTS,Drug,ATC 3rd,M01C
21604022,Quinolines,Drug,ATC 4th,M01CA
21604023,oxycinchophen; oral,Drug,ATC 5th,M01CA03
21604024,Gold preparations,Drug,ATC 4th,M01CB
21604025,sodium aurothiomalate; parenteral,Drug,ATC 5th,M01CB01
21604026,sodium aurotiosulfate; parenteral,Drug,ATC 5th,M01CB02
21604027,auranofin; oral,Drug,ATC 5th,M01CB03
21604028,aurothioglucose; parenteral,Drug,ATC 5th,M01CB04
21604029,aurotioprol; parenteral,Drug,ATC 5th,M01CB05
21604030,Penicillamine and similar agents,Drug,ATC 4th,M01CC
21604031,penicillamine; oral,Drug,ATC 5th,M01CC01
21604032,bucillamine; oral,Drug,ATC 5th,M01CC02
21604033,Other specific antirheumatic agents,Drug,ATC 4th,M01CX
21604034,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,Drug,ATC 2nd,M02
21604035,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,Drug,ATC 3rd,M02A
21604036,"Antiinflammatory preparations, non-steroids for topical use",Drug,ATC 4th,M02AA
21604037,phenylbutazone; topical,Drug,ATC 5th,M02AA01
21604038,mofebutazone; topical,Drug,ATC 5th,M02AA02
21604039,clofezone; topical,Drug,ATC 5th,M02AA03
21604040,oxyphenbutazone; topical,Drug,ATC 5th,M02AA04
21604041,benzydamine; topical,Drug,ATC 5th,M02AA05
21604042,etofenamate; topical,Drug,ATC 5th,M02AA06
21604043,piroxicam; topical,Drug,ATC 5th,M02AA07
21604044,felbinac; topical,Drug,ATC 5th,M02AA08
21604045,bufexamac; topical,Drug,ATC 5th,M02AA09
21604046,ketoprofen; topical,Drug,ATC 5th,M02AA10
21604047,bendazac; topical,Drug,ATC 5th,M02AA11
21604048,naproxen; topical,Drug,ATC 5th,M02AA12
21604049,ibuprofen; topical,Drug,ATC 5th,M02AA13
21604050,fentiazac; topical,Drug,ATC 5th,M02AA14
21604052,feprazone; topical,Drug,ATC 5th,M02AA16
21604053,niflumic acid; topical,Drug,ATC 5th,M02AA17
21604054,meclofenamic acid; topical,Drug,ATC 5th,M02AA18
21604055,flurbiprofen; topical,Drug,ATC 5th,M02AA19
21604056,tolmetin; topical,Drug,ATC 5th,M02AA21
21604057,suxibuzone; topical,Drug,ATC 5th,M02AA22
21604058,indometacin; topical,Drug,ATC 5th,M02AA23
21604059,nifenazone; topical,Drug,ATC 5th,M02AA24
21604060,aceclofenac; topical,Drug,ATC 5th,M02AA25
40254412,nimesulide; topical,Drug,ATC 5th,M02AA26
45893521,dexketoprofen; topical,Drug,ATC 5th,M02AA27
1123632,piketoprofen; topical,Drug,ATC 5th,M02AA28
21604061,Capsaicin and similar agents,Drug,ATC 4th,M02AB
21604062,capsaicin; topical,Drug,ATC 5th,M02AB01
21604063,zucapsaicin; topical,Drug,ATC 5th,M02AB02
21604064,Preparations with salicylic acid derivatives,Drug,ATC 4th,M02AC
21604065,Other topical products for joint and muscular pain,Drug,ATC 4th,M02AX
21604066,tolazoline; topical,Drug,ATC 5th,M02AX02
21604067,dimethyl sulfoxide; topical,Drug,ATC 5th,M02AX03
40254420,idrocilamide; topical,Drug,ATC 5th,M02AX05
43534825,tolperisone; topical,Drug,ATC 5th,M02AX06
21604069,MUSCLE RELAXANTS,Drug,ATC 2nd,M03
21604070,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Drug,ATC 3rd,M03A
21604071,Curare alkaloids,Drug,ATC 4th,M03AA
21604072,alcuronium; parenteral,Drug,ATC 5th,M03AA01
21604073,tubocurarine; systemic,Drug,ATC 5th,M03AA02
21604074,dimethyltubocurarine; parenteral,Drug,ATC 5th,M03AA04
21604075,Choline derivatives,Drug,ATC 4th,M03AB
21604076,suxamethonium; parenteral,Drug,ATC 5th,M03AB01
21604077,Other quaternary ammonium compounds,Drug,ATC 4th,M03AC
21604078,pancuronium; parenteral,Drug,ATC 5th,M03AC01
21604079,gallamine; parenteral,Drug,ATC 5th,M03AC02
21604080,vecuronium; parenteral,Drug,ATC 5th,M03AC03
21604081,atracurium; parenteral,Drug,ATC 5th,M03AC04
21604082,hexafluronium; parenteral,Drug,ATC 5th,M03AC05
21604083,pipecuronium bromide; parenteral,Drug,ATC 5th,M03AC06
21604084,doxacurium chloride; parenteral,Drug,ATC 5th,M03AC07
21604085,fazadinium bromide,Drug,ATC 5th,M03AC08
21604086,rocuronium bromide; parenteral,Drug,ATC 5th,M03AC09
21604087,mivacurium chloride; parenteral,Drug,ATC 5th,M03AC10
21604088,cisatracurium; parenteral,Drug,ATC 5th,M03AC11
21604089,"Other muscle relaxants, peripherally acting agents",Drug,ATC 4th,M03AX
21604090,botulinum toxin; parenteral,Drug,ATC 5th,M03AX01
21604091,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",Drug,ATC 3rd,M03B
21604092,Carbamic acid esters,Drug,ATC 4th,M03BA
21604093,phenprobamate; oral,Drug,ATC 5th,M03BA01
21604094,carisoprodol; oral,Drug,ATC 5th,M03BA02
21604095,methocarbamol; systemic,Drug,ATC 5th,M03BA03
21604096,styramate; oral,Drug,ATC 5th,M03BA04
21604097,febarbamate; oral,Drug,ATC 5th,M03BA05
21604098,"phenprobamate, combinations excl. psycholeptics; oral, rectal",Drug,ATC 5th,M03BA51
21604099,"carisoprodol, combinations excl. psycholeptics; oral",Drug,ATC 5th,M03BA52
21604100,"methocarbamol, combinations excl. psycholeptics; systemic",Drug,ATC 5th,M03BA53
21604102,"carisoprodol, combinations with psycholeptics; oral",Drug,ATC 5th,M03BA72
21604103,"methocarbamol, combinations with psycholeptics; systemic",Drug,ATC 5th,M03BA73
21604104,"Oxazol, thiazine, and triazine derivatives",Drug,ATC 4th,M03BB
21604105,chlormezanone; oral,Drug,ATC 5th,M03BB02
21604106,chlorzoxazone; oral,Drug,ATC 5th,M03BB03
21604107,"chlormezanone, combinations excl. psycholeptics; oral, rectal",Drug,ATC 5th,M03BB52
21604108,"chlorzoxazone, combinations excl. psycholeptics; oral",Drug,ATC 5th,M03BB53
21604109,"chlormezanone, combinations with psycholeptics; oral, rectal",Drug,ATC 5th,M03BB72
21604110,"chlorzoxazone, combinations with psycholeptics; oral",Drug,ATC 5th,M03BB73
21604111,"Ethers, chemically close to antihistamines",Drug,ATC 4th,M03BC
21604112,orphenadrine (citrate); systemic,Drug,ATC 5th,M03BC01
21604113,"orphenadrine, combinations; systemic",Drug,ATC 5th,M03BC51
21604114,Other centrally acting agents,Drug,ATC 4th,M03BX
21604115,baclofen; systemic,Drug,ATC 5th,M03BX01
21604116,tizanidine; oral,Drug,ATC 5th,M03BX02
21604117,pridinol; oral,Drug,ATC 5th,M03BX03
21604118,tolperisone; oral,Drug,ATC 5th,M03BX04
21604119,thiocolchicoside; systemic,Drug,ATC 5th,M03BX05
21604121,tetrazepam; oral,Drug,ATC 5th,M03BX07
21604122,cyclobenzaprine; oral,Drug,ATC 5th,M03BX08
21604123,eperisone; oral,Drug,ATC 5th,M03BX09
21604124,fenyramidol; oral,Drug,ATC 5th,M03BX30
45893483,"thiocolchicoside, combinations; systemic",Drug,ATC 5th,M03BX55
21604125,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",Drug,ATC 3rd,M03C
21604126,Dantrolene and derivatives,Drug,ATC 4th,M03CA
21604127,dantrolene; oral,Drug,ATC 5th,M03CA01
21604128,ANTIGOUT PREPARATIONS,Drug,ATC 2nd,M04
21604129,ANTIGOUT PREPARATIONS,Drug,ATC 3rd,M04A
21604130,Preparations inhibiting uric acid production,Drug,ATC 4th,M04AA
21604131,allopurinol; systemic,Drug,ATC 5th,M04AA01
21604132,tisopurine; oral,Drug,ATC 5th,M04AA02
21604133,febuxostat; oral,Drug,ATC 5th,M04AA03
21604134,"allopurinol, combinations; systemic",Drug,ATC 5th,M04AA51
21604135,Preparations increasing uric acid excretion,Drug,ATC 4th,M04AB
21604136,probenecid; oral,Drug,ATC 5th,M04AB01
21604137,sulfinpyrazone; oral,Drug,ATC 5th,M04AB02
21604138,benzbromarone; oral,Drug,ATC 5th,M04AB03
21604139,isobromindione,Drug,ATC 5th,M04AB04
1588700,lesinurad; oral,Drug,ATC 5th,M04AB05
21604140,Preparations with no effect on uric acid metabolism,Drug,ATC 4th,M04AC
21604141,colchicine; systemic,Drug,ATC 5th,M04AC01
21604142,cinchophen; oral,Drug,ATC 5th,M04AC02
21604143,Other antigout preparations,Drug,ATC 4th,M04AX
21604144,urate oxidase; parenteral,Drug,ATC 5th,M04AX01
21604145,pegloticase; parenteral,Drug,ATC 5th,M04AX02
21604146,DRUGS FOR TREATMENT OF BONE DISEASES,Drug,ATC 2nd,M05
21604147,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,Drug,ATC 3rd,M05B
21604148,Bisphosphonates,Drug,ATC 4th,M05BA
21604149,etidronic acid; systemic,Drug,ATC 5th,M05BA01
21604150,clodronic acid; systemic,Drug,ATC 5th,M05BA02
21604151,pamidronic acid; parenteral,Drug,ATC 5th,M05BA03
21604152,alendronic acid; oral,Drug,ATC 5th,M05BA04
21604153,tiludronic acid; oral,Drug,ATC 5th,M05BA05
21604154,ibandronic acid; systemic,Drug,ATC 5th,M05BA06
21604155,risedronic acid; oral,Drug,ATC 5th,M05BA07
21604156,zoledronic acid; parenteral,Drug,ATC 5th,M05BA08
21604157,"Bisphosphonates, combinations",Drug,ATC 4th,M05BB
21604158,"etidronic acid and calcium, sequential; oral",Drug,ATC 5th,M05BB01
21604159,"risedronic acid and calcium, sequential; oral",Drug,ATC 5th,M05BB02
21604160,alendronic acid and colecalciferol; oral,Drug,ATC 5th,M05BB03
21604161,"risedronic acid, calcium and colecalciferol, sequential; oral",Drug,ATC 5th,M05BB04
40254956,"alendronic acid, calcium and colecalciferol, sequential; oral",Drug,ATC 5th,M05BB05
43534826,"alendronic acid and alfacalcidol, sequential; oral",Drug,ATC 5th,M05BB06
45893276,risedronic acid and colecalciferol; systemic,Drug,ATC 5th,M05BB07
1588679,"zoledronic acid, calcium and colecalciferol, sequential; systemic",Drug,ATC 5th,M05BB08
715822,ibandronic acid and colecalciferol; systemic,Drug,ATC 5th,M05BB09
21604162,Bone morphogenetic proteins,Drug,ATC 4th,M05BC
21604163,dibotermin alfa; transdermal,Drug,ATC 5th,M05BC01
21604164,"eptotermin alfa; parenteral, transdermal",Drug,ATC 5th,M05BC02
21604165,Other drugs affecting bone structure and mineralization,Drug,ATC 4th,M05BX
21604166,ipriflavone; oral,Drug,ATC 5th,M05BX01
21604167,"aluminium chlorohydrate; oral, topical",Drug,ATC 5th,M05BX02
21604168,strontium ranelate; oral,Drug,ATC 5th,M05BX03
21604169,denosumab; parenteral,Drug,ATC 5th,M05BX04
1123746,burosumab; parenteral,Drug,ATC 5th,M05BX05
1501781,romosozumab; parenteral,Drug,ATC 5th,M05BX06
44819161,strontium ranelate and colecalciferol; systemic,Drug,ATC 5th,M05BX53
21604170,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,Drug,ATC 2nd,M09
21604171,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,Drug,ATC 3rd,M09A
21604172,Quinine and derivatives,Drug,ATC 4th,M09AA
21604173,hydroquinine; oral,Drug,ATC 5th,M09AA01
21604174,"quinine, combinations with psycholeptics; systemic",Drug,ATC 5th,M09AA72
21604175,Enzymes,Drug,ATC 4th,M09AB
21604176,chymopapain; systemic,Drug,ATC 5th,M09AB01
40254972,collagenase clostridium histolyticum; parenteral,Drug,ATC 5th,M09AB02
21604178,Other drugs for disorders of the musculo-skeletal system,Drug,ATC 4th,M09AX
21604179,hyaluronic acid; parenteral,Drug,ATC 5th,M09AX01
1588692,ataluren; oral,Drug,ATC 5th,M09AX03
1588696,drisapersen,Drug,ATC 5th,M09AX04
1123823,aceneuramic acid,Drug,ATC 5th,M09AX05
1501786,eteplirsen; parenteral,Drug,ATC 5th,M09AX06
1501882,nusinersen; systemic,Drug,ATC 5th,M09AX07
21604180,NERVOUS SYSTEM,Drug,ATC 1st,N
21604181,ANESTHETICS,Drug,ATC 2nd,N01
21604182,"ANESTHETICS, GENERAL",Drug,ATC 3rd,N01A
21604183,Ethers,Drug,ATC 4th,N01AA
21604184,"diethyl ether; oral, topical",Drug,ATC 5th,N01AA01
21604185,vinyl ether,Drug,ATC 5th,N01AA02
21604186,Halogenated hydrocarbons,Drug,ATC 4th,N01AB
21604187,"halothane; inhalant, topical",Drug,ATC 5th,N01AB01
21604188,chloroform; systemic,Drug,ATC 5th,N01AB02
21604189,"enflurane; inhalant, oral",Drug,ATC 5th,N01AB04
21604190,trichloroethylene; oral,Drug,ATC 5th,N01AB05
21604191,"isoflurane; inhalant, oral",Drug,ATC 5th,N01AB06
21604192,"desflurane; inhalant, oral",Drug,ATC 5th,N01AB07
21604193,"sevoflurane; inhalant, oral",Drug,ATC 5th,N01AB08
